Y,00:00:00:000:0,life,0-0,out,0,01
Y,00:00:00:000:0,life,0-1,out,0,01
Y,00:00:00:000:0,life,0-2,out,0,01
Y,00:00:00:000:0,life,0-3,out,0,01
Y,00:00:00:000:0,life,0-4,out,0,01
Y,00:00:00:000:0,life,0-5,out,0,01
Y,00:00:00:000:0,life,0-6,out,0,01
Y,00:00:00:000:0,life,0-7,out,0,01
Y,00:00:00:000:0,life,0-8,out,0,01
Y,00:00:00:000:0,life,0-9,out,0,01
Y,00:00:00:000:0,life,0-10,out,0,01
Y,00:00:00:000:0,life,0-11,out,0,01
Y,00:00:00:000:0,life,0-12,out,0,01
Y,00:00:00:000:0,life,0-13,out,0,01
Y,00:00:00:000:0,life,0-14,out,0,01
Y,00:00:00:000:0,life,0-15,out,0,01
Y,00:00:00:000:0,life,0-16,out,0,01
Y,00:00:00:000:0,life,0-17,out,0,01
Y,00:00:00:000:0,life,0-18,out,0,01
Y,00:00:00:000:0,life,0-19,out,0,01
Y,00:00:00:000:0,life,0-20,out,0,01
Y,00:00:00:000:0,life,1-0,out,0,01
Y,00:00:00:000:0,life,1-1,out,0,01
Y,00:00:00:000:0,life,1-2,out,0,01
Y,00:00:00:000:0,life,1-3,out,0,01
Y,00:00:00:000:0,life,1-4,out,0,01
Y,00:00:00:000:0,life,1-5,out,0,01
Y,00:00:00:000:0,life,1-6,out,0,01
Y,00:00:00:000:0,life,1-7,out,0,01
Y,00:00:00:000:0,life,1-8,out,0,01
Y,00:00:00:000:0,life,1-9,out,0,01
Y,00:00:00:000:0,life,1-10,out,0,01
Y,00:00:00:000:0,life,1-11,out,0,01
Y,00:00:00:000:0,life,1-12,out,0,01
Y,00:00:00:000:0,life,1-13,out,0,01
Y,00:00:00:000:0,life,1-14,out,0,01
Y,00:00:00:000:0,life,1-15,out,0,01
Y,00:00:00:000:0,life,1-16,out,0,01
Y,00:00:00:000:0,life,1-17,out,0,01
Y,00:00:00:000:0,life,1-18,out,0,01
Y,00:00:00:000:0,life,1-19,out,0,01
Y,00:00:00:000:0,life,1-20,out,0,01
Y,00:00:00:000:0,life,2-0,out,0,01
