Y,00:00:00:000,uav,0-0-0,out,uav,6
Y,00:00:00:000,uav,0-1-0,out,uav,6
Y,00:00:00:000,uav,0-2-0,out,uav,6
Y,00:00:00:000,uav,0-3-0,out,uav,6
Y,00:00:00:000,uav,0-4-0,out,uav,6
Y,00:00:00:000,uav,0-5-0,out,uav,11
Y,00:00:00:000,uav,0-6-0,out,uav,6
Y,00:00:00:000,uav,0-7-0,out,uav,6
Y,00:00:00:000,uav,0-8-0,out,uav,6
Y,00:00:00:000,uav,0-9-0,out,uav,6
Y,00:00:00:000,uav,1-0-0,out,uav,11
Y,00:00:00:000,uav,1-1-0,out,uav,6
Y,00:00:00:000,uav,1-2-0,out,uav,6
Y,00:00:00:000,uav,1-3-0,out,uav,6
Y,00:00:00:000,uav,1-4-0,out,uav,6
Y,00:00:00:000,uav,1-5-0,out,uav,6
Y,00:00:00:000,uav,1-6-0,out,uav,6
Y,00:00:00:000,uav,1-7-0,out,uav,6
Y,00:00:00:000,uav,1-8-0,out,uav,6
Y,00:00:00:000,uav,1-9-0,out,uav,6
Y,00:00:00:000,uav,2-0-0,out,uav,6
Y,00:00:00:000,uav,2-1-0,out,uav,6
Y,00:00:00:000,uav,2-2-0,out,uav,6
Y,00:00:00:000,uav,2-3-0,out,uav,6
Y,00:00:00:000,uav,2-4-0,out,uav,6
Y,00:00:00:000,uav,2-5-0,out,uav,6
Y,00:00:00:000,uav,2-6-0,out,uav,6
Y,00:00:00:000,uav,2-7-0,out,uav,6
Y,00:00:00:000,uav,2-8-0,out,uav,6
Y,00:00:00:000,uav,2-9-0,out,uav,6
Y,00:00:00:000,uav,3-0-0,out,uav,6
Y,00:00:00:000,uav,3-1-0,out,uav,6
Y,00:00:00:000,uav,3-2-0,out,uav,6
Y,00:00:00:000,uav,3-3-0,out,uav,6
Y,00:00:00:000,uav,3-4-0,out,uav,6
Y,00:00:00:000,uav,3-5-0,out,uav,6
Y,00:00:00:000,uav,3-6-0,out,uav,6
Y,00:00:00:000,uav,3-7-0,out,uav,6
Y,00:00:00:000,uav,3-8-0,out,uav,6
Y,00:00:00:000,uav,3-9-0,out,uav,6
Y,00:00:00:000,uav,4-0-0,out,uav,6
Y,00:00:00:000,uav,4-1-0,out,uav,6
Y,00:00:00:000,uav,4-2-0,out,uav,6
Y,00:00:00:000,uav,4-3-0,out,uav,6
Y,00:00:00:000,uav,4-4-0,out,uav,6
Y,00:00:00:000,uav,4-5-0,out,uav,6
Y,00:00:00:000,uav,4-6-0,out,uav,6
Y,00:00:00:000,uav,4-7-0,out,uav,6
Y,00:00:00:000,uav,4-8-0,out,uav,6
Y,00:00:00:000,uav,4-9-0,out,uav,6
Y,00:00:00:000,uav,5-0-0,out,uav,11
Y,00:00:00:000,uav,5-1-0,out,uav,6
Y,00:00:00:000,uav,5-2-0,out,uav,6
Y,00:00:00:000,uav,5-3-0,out,uav,6
Y,00:00:00:000,uav,5-4-0,out,uav,6
Y,00:00:00:000,uav,5-5-0,out,uav,6
Y,00:00:00:000,uav,5-6-0,out,uav,6
Y,00:00:00:000,uav,5-7-0,out,uav,6
Y,00:00:00:000,uav,5-8-0,out,uav,6
Y,00:00:00:000,uav,5-9-0,out,uav,6
Y,00:00:00:000,uav,6-0-0,out,uav,6
Y,00:00:00:000,uav,6-1-0,out,uav,6
Y,00:00:00:000,uav,6-2-0,out,uav,6
Y,00:00:00:000,uav,6-3-0,out,uav,6
Y,00:00:00:000,uav,6-4-0,out,uav,6
Y,00:00:00:000,uav,6-5-0,out,uav,6
Y,00:00:00:000,uav,6-6-0,out,uav,6
Y,00:00:00:000,uav,6-7-0,out,uav,6
Y,00:00:00:000,uav,6-8-0,out,uav,6
Y,00:00:00:000,uav,6-9-0,out,uav,6
Y,00:00:00:000,uav,7-0-0,out,uav,7
Y,00:00:00:000,uav,7-1-0,out,uav,6
Y,00:00:00:000,uav,7-2-0,out,uav,6
Y,00:00:00:000,uav,7-3-0,out,uav,6
Y,00:00:00:000,uav,7-4-0,out,uav,6
Y,00:00:00:000,uav,7-5-0,out,uav,6
Y,00:00:00:000,uav,7-6-0,out,uav,6
Y,00:00:00:000,uav,7-7-0,out,uav,6
Y,00:00:00:000,uav,7-8-0,out,uav,6
Y,00:00:00:000,uav,7-9-0,out,uav,6
Y,00:00:00:000,uav,8-0-0,out,uav,6
Y,00:00:00:000,uav,8-1-0,out,uav,6
Y,00:00:00:000,uav,8-2-0,out,uav,6
Y,00:00:00:000,uav,8-3-0,out,uav,6
Y,00:00:00:000,uav,8-4-0,out,uav,6
Y,00:00:00:000,uav,8-5-0,out,uav,6
Y,00:00:00:000,uav,8-6-0,out,uav,6
Y,00:00:00:000,uav,8-7-0,out,uav,6
Y,00:00:00:000,uav,8-8-0,out,uav,6
Y,00:00:00:000,uav,8-9-0,out,uav,6
Y,00:00:00:000,uav,9-0-0,out,uav,6
Y,00:00:00:000,uav,9-1-0,out,uav,6
Y,00:00:00:000,uav,9-2-0,out,uav,6
Y,00:00:00:000,uav,9-3-0,out,uav,6
Y,00:00:00:000,uav,9-4-0,out,uav,6
Y,00:00:00:000,uav,9-5-0,out,uav,7
Y,00:00:00:000,uav,9-6-0,out,uav,6
Y,00:00:00:000,uav,9-7-0,out,uav,6
Y,00:00:00:000,uav,9-8-0,out,uav,6
Y,00:00:00:000,uav,9-9-0,out,uav,6
Y,00:00:00:010,uav,0-5-0,out,uav,5
Y,00:00:00:010,uav,1-0-0,out,uav,5
Y,00:00:00:010,uav,5-0-0,out,uav,5
Y,00:00:00:020,uav,0-4-0,out,uav,11
Y,00:00:00:020,uav,0-5-0,out,uav,0
Y,00:00:00:020,uav,1-0-0,out,uav,0
Y,00:00:00:020,uav,2-0-0,out,uav,11
Y,00:00:00:020,uav,5-0-0,out,uav,0
Y,00:00:00:020,uav,6-0-0,out,uav,11
Y,00:00:00:030,uav,0-4-0,out,uav,5
Y,00:00:00:030,uav,2-0-0,out,uav,5
Y,00:00:00:030,uav,6-0-0,out,uav,5
Y,00:00:00:040,uav,0-3-0,out,uav,11
Y,00:00:00:040,uav,0-4-0,out,uav,0
Y,00:00:00:040,uav,2-0-0,out,uav,0
Y,00:00:00:040,uav,3-0-0,out,uav,11
Y,00:00:00:040,uav,6-0-0,out,uav,0
Y,00:00:00:040,uav,7-0-0,out,uav,12
Y,00:00:00:050,uav,0-3-0,out,uav,5
Y,00:00:00:050,uav,3-0-0,out,uav,5
Y,00:00:00:050,uav,7-0-0,out,uav,3
Y,00:00:00:060,uav,0-2-0,out,uav,11
Y,00:00:00:060,uav,0-3-0,out,uav,0
Y,00:00:00:060,uav,3-0-0,out,uav,0
Y,00:00:00:060,uav,4-0-0,out,uav,11
Y,00:00:00:070,uav,0-2-0,out,uav,5
Y,00:00:00:070,uav,4-0-0,out,uav,5
Y,00:00:00:080,uav,0-1-0,out,uav,11
Y,00:00:00:080,uav,0-2-0,out,uav,0
Y,00:00:00:080,uav,4-0-0,out,uav,0
Y,00:00:00:080,uav,5-1-0,out,uav,11
Y,00:00:00:090,uav,0-1-0,out,uav,5
Y,00:00:00:090,uav,5-1-0,out,uav,5
Y,00:00:00:100,uav,0-0-0,out,uav,11
Y,00:00:00:100,uav,0-1-0,out,uav,0
Y,00:00:00:100,uav,5-1-0,out,uav,0
Y,00:00:00:100,uav,6-1-0,out,uav,11
Y,00:00:00:110,uav,0-0-0,out,uav,5
Y,00:00:00:110,uav,6-1-0,out,uav,5
Y,00:00:00:120,uav,0-0-0,out,uav,0
Y,00:00:00:120,uav,1-1-0,out,uav,11
Y,00:00:00:120,uav,6-1-0,out,uav,0
Y,00:00:00:120,uav,7-1-0,out,uav,11
Y,00:00:00:130,uav,1-1-0,out,uav,5
Y,00:00:00:130,uav,7-1-0,out,uav,5
Y,00:00:00:140,uav,1-1-0,out,uav,0
Y,00:00:00:140,uav,2-1-0,out,uav,11
Y,00:00:00:140,uav,7-1-0,out,uav,0
Y,00:00:00:140,uav,8-0-0,out,uav,11
Y,00:00:00:150,uav,2-1-0,out,uav,5
Y,00:00:00:150,uav,8-0-0,out,uav,5
Y,00:00:00:160,uav,2-1-0,out,uav,0
Y,00:00:00:160,uav,3-1-0,out,uav,11
