"REF_DATE","GEO","DGUID","Type of property","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Sherbrooke, Quebec","2011S0503433","Residential","Dollars","81","millions","6","v65583391","23.1","13336.2","","r","","1"
"2010","Trois-Rivières, Quebec","2011S0503442","Residential","Dollars","81","millions","6","v65583392","24.1","7645.7","","r","","1"
"2010","Barrie, Ontario","2011S0503568","Residential","Dollars","81","millions","6","v65583408","25.1","18570.7","","","","1"
"2010","Brantford, Ontario","2011S0503543","Residential","Dollars","81","millions","6","v65583404","26.1","10145.9","","","","1"
"2010","Greater Sudbury, Ontario","2011S0503580","Residential","Dollars","81","millions","6","v65583409","27.1","12583.5","","","","1"
"2010","Guelph, Ontario","2011S0503550","Residential","Dollars","81","millions","6","v65583405","28.1","13995.7","","","","1"
"2010","Hamilton, Ontario","2011S0503537","Residential","Dollars","81","millions","6","v65583401","29.1","69710.1","","","","1"
"2010","Kingston, Ontario","2011S0503521","Residential","Dollars","81","millions","6","v65583397","30.1","15158.9","","","","1"
"2010","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Residential","Dollars","81","millions","6","v65583403","31.1","44055.3","","","","1"
"2010","London, Ontario","2011S0503555","Residential","Dollars","81","millions","6","v65583406","32.1","39470.8","","","","1"
"2010","Oshawa, Ontario","2011S0503532","Residential","Dollars","81","millions","6","v65583399","33.1","31824.3","","","","1"
"2010","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Residential","Dollars","81","millions","6","v65583379","34.1","134660.5","","r","","1"
"2010","Ottawa part","2011S050535505","Residential","Dollars","81","millions","6","v65583396","35.1","110077.5","","","","1"
"2010","Gatineau part","2011S050524505","Residential","Dollars","81","millions","6","v65583394","36.1","24583.1","","r","","1"
"2010","Peterborough, Ontario","2011S0503529","Residential","Dollars","81","millions","6","v65583398","37.1","11016.7","","","","1"
"2010","St. Catharines-Niagara, Ontario","2011S0503539","Residential","Dollars","81","millions","6","v65583402","38.1","32675.1","","","","1"
"2010","Thunder Bay, Ontario","2011S0503595","Residential","Dollars","81","millions","6","v65583410","39.1","6844.0","","","","1"
"2010","Toronto, Ontario","2011S0503535","Residential","Dollars","81","millions","6","v65583400","40.1","733466.5","","","","1"
"2010","Windsor, Ontario","2011S0503559","Residential","Dollars","81","millions","6","v65583407","41.1","19388.8","","","","1"
"2010","Winnipeg, Manitoba","2011S0503602","Residential","Dollars","81","millions","6","v65583412","42.1","57773.6","","","","1"
"2010","Regina, Saskatchewan","2011S0503705","Residential","Dollars","81","millions","6","v65583414","43.1","20580.0","","","","1"
"2010","Saskatoon, Saskatchewan","2011S0503725","Residential","Dollars","81","millions","6","v65583415","44.1","27431.7","","","","1"
"2010","Calgary, Alberta","2011S0503825","Residential","Dollars","81","millions","6","v65583417","45.1","188939.3","","","","1"
"2010","Edmonton, Alberta","2011S0503835","Residential","Dollars","81","millions","6","v65583418","46.1","149501.2","","","","1"
"2010","Kelowna, British Columbia","2011S0503915","Residential","Dollars","81","millions","6","v65583420","47.1","25152.1","","","","1"
"2010","Abbotsford-Mission, British Columbia","2011S0503932","Residential","Dollars","81","millions","6","v65583421","48.1","18523.5","","","","1"
"2010","Vancouver, British Columbia","2011S0503933","Residential","Dollars","81","millions","6","v65583422","49.1","462084.7","","","","1"
"2010","Victoria, British Columbia","2011S0503935","Residential","Dollars","81","millions","6","v65583423","50.1","66263.8","","","","1"
"2011","Canada","2016A000011124","Residential","Dollars","81","millions","6","v65583427","1.1","3839636.6","","r","","1"
"2011","Newfoundland and Labrador","2016A000210","Residential","Dollars","81","millions","6","v65583380","2.1","36210.3","","r","","1"
"2011","Prince Edward Island","2016A000211","Residential","Dollars","81","millions","6","v65583382","3.1","6208.4","","r","","1"
"2011","Nova Scotia","2016A000212","Residential","Dollars","81","millions","6","v65583383","4.1","68103.9","","r","","1"
"2011","New Brunswick","2016A000213","Residential","Dollars","81","millions","6","v65583385","5.1","34933.5","","r","","1"
"2011","Quebec","2016A000224","Residential","Dollars","81","millions","6","v65583388","6.1","657868.2","","r","","1"
"2011","Ontario","2016A000235","Residential","Dollars","81","millions","6","v65583395","7.1","1547692.8","","r","","1"
"2011","Manitoba","2016A000246","Residential","Dollars","81","millions","6","v65583411","8.1","86433.3","","r","","1"
"2011","Saskatchewan","2016A000247","Residential","Dollars","81","millions","6","v65583413","9.1","88696.1","","r","","1"
"2011","Alberta","2016A000248","Residential","Dollars","81","millions","6","v65583416","10.1","482599.1","","","","1"
"2011","British Columbia","2016A000259","Residential","Dollars","81","millions","6","v65583419","11.1","824506.2","","","","1"
"2011","Yukon","2016A000260","Residential","Dollars","81","millions","6","v65583424","12.1","1920.4","","r","","1"
"2011","Northwest Territories","2016A000261","Residential","Dollars","81","millions","6","v65583425","13.1","3363.5","","r","","1"
"2011","Nunavut","2016A000262","Residential","Dollars","81","millions","6","v65583426","14.1","1101.1","","r","","1"
"2011","Total census metropolitan areas","","Residential","Dollars","81","millions","6","v65583378","15.1","2917246.8","","r","","1"
"2011","St. John's, Newfoundland and Labrador","2011S0503001","Residential","Dollars","81","millions","6","v65583381","16.1","19370.3","","r","","1"
"2011","Halifax, Nova Scotia","2011S0503205","Residential","Dollars","81","millions","6","v65583384","17.1","35627.5","","r","","1"
"2011","Saint John, New Brunswick","2011S0503310","Residential","Dollars","81","millions","6","v65583387","18.1","7402.9","","","","1"
"2011","Moncton, New Brunswick","2011S0503305","Residential","Dollars","81","millions","6","v65583386","19.1","7667.7","","r","","1"
"2011","Montréal, Quebec","2011S0503462","Residential","Dollars","81","millions","6","v65583393","20.1","367281.2","","r","","1"
"2011","Québec, Quebec","2011S0503421","Residential","Dollars","81","millions","6","v65583390","21.1","66468.7","","r","","1"
"2011","Saguenay, Quebec","2011S0503408","Residential","Dollars","81","millions","6","v65583389","22.1","10028.2","","r","","1"
"2011","Sherbrooke, Quebec","2011S0503433","Residential","Dollars","81","millions","6","v65583391","23.1","15111.0","","r","","1"
"2011","Trois-Rivières, Quebec","2011S0503442","Residential","Dollars","81","millions","6","v65583392","24.1","8171.2","","r","","1"
"2011","Barrie, Ontario","2011S0503568","Residential","Dollars","81","millions","6","v65583408","25.1","19481.3","","r","","1"
"2011","Brantford, Ontario","2011S0503543","Residential","Dollars","81","millions","6","v65583404","26.1","10671.8","","r","","1"
"2011","Greater Sudbury, Ontario","2011S0503580","Residential","Dollars","81","millions","6","v65583409","27.1","13170.2","","","","1"
"2011","Guelph, Ontario","2011S0503550","Residential","Dollars","81","millions","6","v65583405","28.1","16138.0","","r","","1"
"2011","Hamilton, Ontario","2011S0503537","Residential","Dollars","81","millions","6","v65583401","29.1","76011.3","","r","","1"
"2011","Kingston, Ontario","2011S0503521","Residential","Dollars","81","millions","6","v65583397","30.1","16051.2","","r","","1"
"2011","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Residential","Dollars","81","millions","6","v65583403","31.1","47285.8","","r","","1"
"2011","London, Ontario","2011S0503555","Residential","Dollars","81","millions","6","v65583406","32.1","40847.8","","","","1"
"2011","Oshawa, Ontario","2011S0503532","Residential","Dollars","81","millions","6","v65583399","33.1","34003.2","","","","1"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Residential","Dollars","81","millions","6","v65583379","34.1","145037.5","","r","","1"
"2011","Ottawa part","2011S050535505","Residential","Dollars","81","millions","6","v65583396","35.1","118359.5","","r","","1"
"2011","Gatineau part","2011S050524505","Residential","Dollars","81","millions","6","v65583394","36.1","26678.0","","r","","1"
"2011","Peterborough, Ontario","2011S0503529","Residential","Dollars","81","millions","6","v65583398","37.1","11556.1","","r","","1"
"2011","St. Catharines-Niagara, Ontario","2011S0503539","Residential","Dollars","81","millions","6","v65583402","38.1","33874.0","","r","","1"
"2011","Thunder Bay, Ontario","2011S0503595","Residential","Dollars","81","millions","6","v65583410","39.1","7888.7","","r","","1"
"2011","Toronto, Ontario","2011S0503535","Residential","Dollars","81","millions","6","v65583400","40.1","807348.2","","","","1"
"2011","Windsor, Ontario","2011S0503559","Residential","Dollars","81","millions","6","v65583407","41.1","20318.7","","","","1"
"2011","Winnipeg, Manitoba","2011S0503602","Residential","Dollars","81","millions","6","v65583412","42.1","61896.4","","","","1"
"2011","Regina, Saskatchewan","2011S0503705","Residential","Dollars","81","millions","6","v65583414","43.1","22700.7","","r","","1"
"2011","Saskatoon, Saskatchewan","2011S0503725","Residential","Dollars","81","millions","6","v65583415","44.1","28986.3","","","","1"
"2011","Calgary, Alberta","2011S0503825","Residential","Dollars","81","millions","6","v65583417","45.1","187702.8","","","","1"
"2011","Edmonton, Alberta","2011S0503835","Residential","Dollars","81","millions","6","v65583418","46.1","151600.3","","","","1"
"2011","Kelowna, British Columbia","2011S0503915","Residential","Dollars","81","millions","6","v65583420","47.1","30420.9","","","","1"
"2011","Abbotsford-Mission, British Columbia","2011S0503932","Residential","Dollars","81","millions","6","v65583421","48.1","18537.3","","","","1"
"2011","Vancouver, British Columbia","2011S0503933","Residential","Dollars","81","millions","6","v65583422","49.1","512530.8","","","","1"
"2011","Victoria, British Columbia","2011S0503935","Residential","Dollars","81","millions","6","v65583423","50.1","66058.6","","","","1"
"2012","Canada","2016A000011124","Residential","Dollars","81","millions","6","v65583427","1.1","4058854.2","","r","","1"
"2012","Newfoundland and Labrador","2016A000210","Residential","Dollars","81","millions","6","v65583380","2.1","39883.3","","r","","1"
"2012","Prince Edward Island","2016A000211","Residential","Dollars","81","millions","6","v65583382","3.1","6321.6","","r","","1"
"2012","Nova Scotia","2016A000212","Residential","Dollars","81","millions","6","v65583383","4.1","70517.9","","r","","1"
"2012","New Brunswick","2016A000213","Residential","Dollars","81","millions","6","v65583385","5.1","37674.8","","r","","1"
"2012","Quebec","2016A000224","Residential","Dollars","81","millions","6","v65583388","6.1","702641.9","","r","","1"
"2012","Ontario","2016A000235","Residential","Dollars","81","millions","6","v65583395","7.1","1664403.2","","r","","1"
"2012","Manitoba","2016A000246","Residential","Dollars","81","millions","6","v65583411","8.1","92882.5","","r","","1"
"2012","Saskatchewan","2016A000247","Residential","Dollars","81","millions","6","v65583413","9.1","97691.5","","r","","1"
"2012","Alberta","2016A000248","Residential","Dollars","81","millions","6","v65583416","10.1","505121.7","","","","1"
"2012","British Columbia","2016A000259","Residential","Dollars","81","millions","6","v65583419","11.1","835011.9","","","","1"
"2012","Yukon","2016A000260","Residential","Dollars","81","millions","6","v65583424","12.1","2067.6","","r","","1"
"2012","Northwest Territories","2016A000261","Residential","Dollars","81","millions","6","v65583425","13.1","3492.9","","r","","1"
"2012","Nunavut","2016A000262","Residential","Dollars","81","millions","6","v65583426","14.1","1143.5","","r","","1"
"2012","Total census metropolitan areas","","Residential","Dollars","81","millions","6","v65583378","15.1","3101762.7","","r","","1"
"2012","St. John's, Newfoundland and Labrador","2011S0503001","Residential","Dollars","81","millions","6","v65583381","16.1","21387.2","","r","","1"
"2012","Halifax, Nova Scotia","2011S0503205","Residential","Dollars","81","millions","6","v65583384","17.1","37504.3","","r","","1"
"2012","Saint John, New Brunswick","2011S0503310","Residential","Dollars","81","millions","6","v65583387","18.1","7465.0","","","","1"
"2012","Moncton, New Brunswick","2011S0503305","Residential","Dollars","81","millions","6","v65583386","19.1","8207.8","","r","","1"
"2012","Montréal, Quebec","2011S0503462","Residential","Dollars","81","millions","6","v65583393","20.1","391822.3","","r","","1"
"2012","Québec, Quebec","2011S0503421","Residential","Dollars","81","millions","6","v65583390","21.1","71677.9","","r","","1"
"2012","Saguenay, Quebec","2011S0503408","Residential","Dollars","81","millions","6","v65583389","22.1","10881.4","","r","","1"
"2012","Sherbrooke, Quebec","2011S0503433","Residential","Dollars","81","millions","6","v65583391","23.1","16070.1","","r","","1"
"2012","Trois-Rivières, Quebec","2011S0503442","Residential","Dollars","81","millions","6","v65583392","24.1","8729.4","","r","","1"
"2012","Barrie, Ontario","2011S0503568","Residential","Dollars","81","millions","6","v65583408","25.1","20338.5","","r","","1"
"2012","Brantford, Ontario","2011S0503543","Residential","Dollars","81","millions","6","v65583404","26.1","11167.6","","r","","1"
"2012","Greater Sudbury, Ontario","2011S0503580","Residential","Dollars","81","millions","6","v65583409","27.1","13931.1","","","","1"
"2012","Guelph, Ontario","2011S0503550","Residential","Dollars","81","millions","6","v65583405","28.1","16906.7","","r","","1"
"2012","Hamilton, Ontario","2011S0503537","Residential","Dollars","81","millions","6","v65583401","29.1","82659.9","","r","","1"
"2012","Kingston, Ontario","2011S0503521","Residential","Dollars","81","millions","6","v65583397","30.1","16841.0","","r","","1"
"2012","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Residential","Dollars","81","millions","6","v65583403","31.1","49457.4","","r","","1"
"2012","London, Ontario","2011S0503555","Residential","Dollars","81","millions","6","v65583406","32.1","42715.7","","","","1"
"2012","Oshawa, Ontario","2011S0503532","Residential","Dollars","81","millions","6","v65583399","33.1","36682.2","","","","1"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Residential","Dollars","81","millions","6","v65583379","34.1","152235.9","","r","","1"
"2012","Ottawa part","2011S050535505","Residential","Dollars","81","millions","6","v65583396","35.1","123384.1","","r","","1"
"2012","Gatineau part","2011S050524505","Residential","Dollars","81","millions","6","v65583394","36.1","28851.8","","r","","1"
"2012","Peterborough, Ontario","2011S0503529","Residential","Dollars","81","millions","6","v65583398","37.1","12056.7","","r","","1"
"2012","St. Catharines-Niagara, Ontario","2011S0503539","Residential","Dollars","81","millions","6","v65583402","38.1","35539.8","","r","","1"
"2012","Thunder Bay, Ontario","2011S0503595","Residential","Dollars","81","millions","6","v65583410","39.1","8797.0","","r","","1"
"2012","Toronto, Ontario","2011S0503535","Residential","Dollars","81","millions","6","v65583400","40.1","886014.9","","","","1"
"2012","Windsor, Ontario","2011S0503559","Residential","Dollars","81","millions","6","v65583407","41.1","21186.3","","","","1"
"2012","Winnipeg, Manitoba","2011S0503602","Residential","Dollars","81","millions","6","v65583412","42.1","66558.8","","","","1"
"2012","Regina, Saskatchewan","2011S0503705","Residential","Dollars","81","millions","6","v65583414","43.1","25873.3","","r","","1"
"2012","Saskatoon, Saskatchewan","2011S0503725","Residential","Dollars","81","millions","6","v65583415","44.1","31934.2","","","","1"
"2012","Calgary, Alberta","2011S0503825","Residential","Dollars","81","millions","6","v65583417","45.1","197120.2","","","","1"
"2012","Edmonton, Alberta","2011S0503835","Residential","Dollars","81","millions","6","v65583418","46.1","158999.3","","","","1"
"2012","Kelowna, British Columbia","2011S0503915","Residential","Dollars","81","millions","6","v65583420","47.1","30038.1","","","","1"
"2012","Abbotsford-Mission, British Columbia","2011S0503932","Residential","Dollars","81","millions","6","v65583421","48.1","18500.3","","","","1"
"2012","Vancouver, British Columbia","2011S0503933","Residential","Dollars","81","millions","6","v65583422","49.1","527883.7","","","","1"
"2012","Victoria, British Columbia","2011S0503935","Residential","Dollars","81","millions","6","v65583423","50.1","64578.8","","","","1"
"2013","Canada","2016A000011124","Residential","Dollars","81","millions","6","v65583427","1.1","4231242.2","","r","","1"
"2013","Newfoundland and Labrador","2016A000210","Residential","Dollars","81","millions","6","v65583380","2.1","43395.6","","r","","1"
"2013","Prince Edward Island","2016A000211","Residential","Dollars","81","millions","6","v65583382","3.1","6533.8","","r","","1"
"2013","Nova Scotia","2016A000212","Residential","Dollars","81","millions","6","v65583383","4.1","72839.2","","r","","1"
"2013","New Brunswick","2016A000213","Residential","Dollars","81","millions","6","v65583385","5.1","38954.6","","r","","1"
"2013","Quebec","2016A000224","Residential","Dollars","81","millions","6","v65583388","6.1","731331.1","","r","","1"
"2013","Ontario","2016A000235","Residential","Dollars","81","millions","6","v65583395","7.1","1751581.1","","r","","1"
"2013","Manitoba","2016A000246","Residential","Dollars","81","millions","6","v65583411","8.1","100934.9","","r","","1"
"2013","Saskatchewan","2016A000247","Residential","Dollars","81","millions","6","v65583413","9.1","105563.2","","r","","1"
"2013","Alberta","2016A000248","Residential","Dollars","81","millions","6","v65583416","10.1","534974.9","","","","1"
"2013","British Columbia","2016A000259","Residential","Dollars","81","millions","6","v65583419","11.1","838144.5","","","","1"
"2013","Yukon","2016A000260","Residential","Dollars","81","millions","6","v65583424","12.1","2217.3","","r","","1"
"2013","Northwest Territories","2016A000261","Residential","Dollars","81","millions","6","v65583425","13.1","3531.3","","r","","1"
"2013","Nunavut","2016A000262","Residential","Dollars","81","millions","6","v65583426","14.1","1240.8","","r","","1"
"2013","Total census metropolitan areas","","Residential","Dollars","81","millions","6","v65583378","15.1","3245004.7","","r","","1"
"2013","St. John's, Newfoundland and Labrador","2011S0503001","Residential","Dollars","81","millions","6","v65583381","16.1","22945.6","","r","","1"
"2013","Halifax, Nova Scotia","2011S0503205","Residential","Dollars","81","millions","6","v65583384","17.1","39238.6","","r","","1"
"2013","Saint John, New Brunswick","2011S0503310","Residential","Dollars","81","millions","6","v65583387","18.1","7834.9","","","","1"
"2013","Moncton, New Brunswick","2011S0503305","Residential","Dollars","81","millions","6","v65583386","19.1","8380.3","","r","","1"
"2013","Montréal, Quebec","2011S0503462","Residential","Dollars","81","millions","6","v65583393","20.1","405680.3","","r","","1"
"2013","Québec, Quebec","2011S0503421","Residential","Dollars","81","millions","6","v65583390","21.1","75313.8","","r","","1"
"2013","Saguenay, Quebec","2011S0503408","Residential","Dollars","81","millions","6","v65583389","22.1","11760.8","","r","","1"
"2013","Sherbrooke, Quebec","2011S0503433","Residential","Dollars","81","millions","6","v65583391","23.1","16737.1","","r","","1"
"2013","Trois-Rivières, Quebec","2011S0503442","Residential","Dollars","81","millions","6","v65583392","24.1","9054.3","","r","","1"
"2013","Barrie, Ontario","2011S0503568","Residential","Dollars","81","millions","6","v65583408","25.1","21528.1","","r","","1"
"2013","Brantford, Ontario","2011S0503543","Residential","Dollars","81","millions","6","v65583404","26.1","11643.2","","r","","1"
"2013","Greater Sudbury, Ontario","2011S0503580","Residential","Dollars","81","millions","6","v65583409","27.1","15039.0","","","","1"
"2013","Guelph, Ontario","2011S0503550","Residential","Dollars","81","millions","6","v65583405","28.1","18206.6","","r","","1"
"2013","Hamilton, Ontario","2011S0503537","Residential","Dollars","81","millions","6","v65583401","29.1","87199.8","","r","","1"
"2013","Kingston, Ontario","2011S0503521","Residential","Dollars","81","millions","6","v65583397","30.1","17561.9","","r","","1"
"2013","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Residential","Dollars","81","millions","6","v65583403","31.1","51903.5","","r","","1"
"2013","London, Ontario","2011S0503555","Residential","Dollars","81","millions","6","v65583406","32.1","42536.6","","","","1"
"2013","Oshawa, Ontario","2011S0503532","Residential","Dollars","81","millions","6","v65583399","33.1","39309.5","","","","1"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Residential","Dollars","81","millions","6","v65583379","34.1","157734.8","","r","","1"
"2013","Ottawa part","2011S050535505","Residential","Dollars","81","millions","6","v65583396","35.1","127776.1","","r","","1"
"2013","Gatineau part","2011S050524505","Residential","Dollars","81","millions","6","v65583394","36.1","29958.7","","r","","1"
"2013","Peterborough, Ontario","2011S0503529","Residential","Dollars","81","millions","6","v65583398","37.1","12307.0","","r","","1"
"2013","St. Catharines-Niagara, Ontario","2011S0503539","Residential","Dollars","81","millions","6","v65583402","38.1","35965.3","","r","","1"
"2013","Thunder Bay, Ontario","2011S0503595","Residential","Dollars","81","millions","6","v65583410","39.1","10407.3","","r","","1"
"2013","Toronto, Ontario","2011S0503535","Residential","Dollars","81","millions","6","v65583400","40.1","947575.6","","","","1"
"2013","Windsor, Ontario","2011S0503559","Residential","Dollars","81","millions","6","v65583407","41.1","21732.9","","","","1"
"2013","Winnipeg, Manitoba","2011S0503602","Residential","Dollars","81","millions","6","v65583412","42.1","71267.1","","r","","1"
"2013","Regina, Saskatchewan","2011S0503705","Residential","Dollars","81","millions","6","v65583414","43.1","28068.1","","r","","1"
"2013","Saskatoon, Saskatchewan","2011S0503725","Residential","Dollars","81","millions","6","v65583415","44.1","34549.7","","","","1"
"2013","Calgary, Alberta","2011S0503825","Residential","Dollars","81","millions","6","v65583417","45.1","211930.9","","","","1"
"2013","Edmonton, Alberta","2011S0503835","Residential","Dollars","81","millions","6","v65583418","46.1","167498.5","","","","1"
"2013","Kelowna, British Columbia","2011S0503915","Residential","Dollars","81","millions","6","v65583420","47.1","29924.4","","","","1"
"2013","Abbotsford-Mission, British Columbia","2011S0503932","Residential","Dollars","81","millions","6","v65583421","48.1","18446.0","","","","1"
"2013","Vancouver, British Columbia","2011S0503933","Residential","Dollars","81","millions","6","v65583422","49.1","532842.9","","","","1"
"2013","Victoria, British Columbia","2011S0503935","Residential","Dollars","81","millions","6","v65583423","50.1","62880.2","","","","1"
"2014","Canada","2016A000011124","Residential","Dollars","81","millions","6","v65583427","1.1","4488411.6","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Residential","Dollars","81","millions","6","v65583380","2.1","44149.0","","","","1"
"2014","Prince Edward Island","2016A000211","Residential","Dollars","81","millions","6","v65583382","3.1","6774.7","","","","1"
"2014","Nova Scotia","2016A000212","Residential","Dollars","81","millions","6","v65583383","4.1","73571.4","","","","1"
"2014","New Brunswick","2016A000213","Residential","Dollars","81","millions","6","v65583385","5.1","40482.0","","","","1"
"2014","Quebec","2016A000224","Residential","Dollars","81","millions","6","v65583388","6.1","739232.7","","","","1"
"2014","Ontario","2016A000235","Residential","Dollars","81","millions","6","v65583395","7.1","1889627.5","","","","1"
"2014","Manitoba","2016A000246","Residential","Dollars","81","millions","6","v65583411","8.1","105207.5","","","","1"
"2014","Saskatchewan","2016A000247","Residential","Dollars","81","millions","6","v65583413","9.1","110077.3","","","","1"
"2014","Alberta","2016A000248","Residential","Dollars","81","millions","6","v65583416","10.1","587883.7","","","","1"
"2014","British Columbia","2016A000259","Residential","Dollars","81","millions","6","v65583419","11.1","884106.2","","","","1"
"2014","Yukon","2016A000260","Residential","Dollars","81","millions","6","v65583424","12.1","2280.2","","","","1"
"2014","Northwest Territories","2016A000261","Residential","Dollars","81","millions","6","v65583425","13.1","3759.3","","","","1"
"2014","Nunavut","2016A000262","Residential","Dollars","81","millions","6","v65583426","14.1","1260.2","","","","1"
"2014","Total census metropolitan areas","","Residential","Dollars","81","millions","6","v65583378","15.1","3463765.3","","","","1"
"2014","St. John's, Newfoundland and Labrador","2011S0503001","Residential","Dollars","81","millions","6","v65583381","16.1","23444.0","","","","1"
"2014","Halifax, Nova Scotia","2011S0503205","Residential","Dollars","81","millions","6","v65583384","17.1","39308.3","","","","1"
"2014","Saint John, New Brunswick","2011S0503310","Residential","Dollars","81","millions","6","v65583387","18.1","7898.1","","","","1"
"2014","Moncton, New Brunswick","2011S0503305","Residential","Dollars","81","millions","6","v65583386","19.1","8897.1","","","","1"
"2014","Montréal, Quebec","2011S0503462","Residential","Dollars","81","millions","6","v65583393","20.1","409279.2","","","","1"
"2014","Québec, Quebec","2011S0503421","Residential","Dollars","81","millions","6","v65583390","21.1","76729.4","","","","1"
"2014","Saguenay, Quebec","2011S0503408","Residential","Dollars","81","millions","6","v65583389","22.1","11632.1","","","","1"
"2014","Sherbrooke, Quebec","2011S0503433","Residential","Dollars","81","millions","6","v65583391","23.1","17048.9","","","","1"
"2014","Trois-Rivières, Quebec","2011S0503442","Residential","Dollars","81","millions","6","v65583392","24.1","9425.6","","","","1"
"2014","Barrie, Ontario","2011S0503568","Residential","Dollars","81","millions","6","v65583408","25.1","22647.2","","","","1"
"2014","Brantford, Ontario","2011S0503543","Residential","Dollars","81","millions","6","v65583404","26.1","12244.0","","","","1"
"2014","Greater Sudbury, Ontario","2011S0503580","Residential","Dollars","81","millions","6","v65583409","27.1","15426.6","","","","1"
"2014","Guelph, Ontario","2011S0503550","Residential","Dollars","81","millions","6","v65583405","28.1","19205.7","","","","1"
"2014","Hamilton, Ontario","2011S0503537","Residential","Dollars","81","millions","6","v65583401","29.1","93308.6","","","","1"
"2014","Kingston, Ontario","2011S0503521","Residential","Dollars","81","millions","6","v65583397","30.1","18478.3","","","","1"
"2014","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Residential","Dollars","81","millions","6","v65583403","31.1","54748.9","","","","1"
"2014","London, Ontario","2011S0503555","Residential","Dollars","81","millions","6","v65583406","32.1","44541.9","","","","1"
"2014","Oshawa, Ontario","2011S0503532","Residential","Dollars","81","millions","6","v65583399","33.1","43713.6","","","","1"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Residential","Dollars","81","millions","6","v65583379","34.1","162527.0","","","","1"
"2014","Ottawa part","2011S050535505","Residential","Dollars","81","millions","6","v65583396","35.1","131863.4","","","","1"
"2014","Gatineau part","2011S050524505","Residential","Dollars","81","millions","6","v65583394","36.1","30663.7","","","","1"
"2014","Peterborough, Ontario","2011S0503529","Residential","Dollars","81","millions","6","v65583398","37.1","12938.7","","","","1"
"2014","St. Catharines-Niagara, Ontario","2011S0503539","Residential","Dollars","81","millions","6","v65583402","38.1","38092.8","","","","1"
"2014","Thunder Bay, Ontario","2011S0503595","Residential","Dollars","81","millions","6","v65583410","39.1","11191.3","","","","1"
"2014","Toronto, Ontario","2011S0503535","Residential","Dollars","81","millions","6","v65583400","40.1","1043127.1","","","","1"
"2014","Windsor, Ontario","2011S0503559","Residential","Dollars","81","millions","6","v65583407","41.1","22785.0","","","","1"
"2014","Winnipeg, Manitoba","2011S0503602","Residential","Dollars","81","millions","6","v65583412","42.1","73903.4","","","","1"
"2014","Regina, Saskatchewan","2011S0503705","Residential","Dollars","81","millions","6","v65583414","43.1","28861.2","","","","1"
"2014","Saskatoon, Saskatchewan","2011S0503725","Residential","Dollars","81","millions","6","v65583415","44.1","35994.5","","","","1"
"2014","Calgary, Alberta","2011S0503825","Residential","Dollars","81","millions","6","v65583417","45.1","239644.7","","","","1"
"2014","Edmonton, Alberta","2011S0503835","Residential","Dollars","81","millions","6","v65583418","46.1","182633.5","","","","1"
"2014","Kelowna, British Columbia","2011S0503915","Residential","Dollars","81","millions","6","v65583420","47.1","31682.1","","","","1"
"2014","Abbotsford-Mission, British Columbia","2011S0503932","Residential","Dollars","81","millions","6","v65583421","48.1","18815.1","","","","1"
"2014","Vancouver, British Columbia","2011S0503933","Residential","Dollars","81","millions","6","v65583422","49.1","570407.3","","","","1"
"2014","Victoria, British Columbia","2011S0503935","Residential","Dollars","81","millions","6","v65583423","50.1","63184.2","","","","1"
"2015","Canada","2016A000011124","Residential","Dollars","81","millions","6","v65583427","1.1","4821415.7","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Residential","Dollars","81","millions","6","v65583380","2.1","43173.6","","","","1"
"2015","Prince Edward Island","2016A000211","Residential","Dollars","81","millions","6","v65583382","3.1","6815.6","","","","1"
"2015","Nova Scotia","2016A000212","Residential","Dollars","81","millions","6","v65583383","4.1","75609.9","","","","1"
"2015","New Brunswick","2016A000213","Residential","Dollars","81","millions","6","v65583385","5.1","40128.2","","","","1"
"2015","Quebec","2016A000224","Residential","Dollars","81","millions","6","v65583388","6.1","772235.2","","","","1"
"2015","Ontario","2016A000235","Residential","Dollars","81","millions","6","v65583395","7.1","2059967.7","","","","1"
"2015","Manitoba","2016A000246","Residential","Dollars","81","millions","6","v65583411","8.1","108306.5","","","","1"
"2015","Saskatchewan","2016A000247","Residential","Dollars","81","millions","6","v65583413","9.1","113177.8","","","","1"
"2015","Alberta","2016A000248","Residential","Dollars","81","millions","6","v65583416","10.1","608100.0","","","","1"
"2015","British Columbia","2016A000259","Residential","Dollars","81","millions","6","v65583419","11.1","986439.8","","","","1"
"2015","Yukon","2016A000260","Residential","Dollars","81","millions","6","v65583424","12.1","2391.4","","","","1"
