Y,00:00:00:000,avain,0-0-0,out,avain,5
Y,00:00:00:000,avain,0-1-0,out,avain,5
Y,00:00:00:000,avain,0-2-0,out,avain,5
Y,00:00:00:000,avain,0-3-0,out,avain,5
Y,00:00:00:000,avain,0-4-0,out,avain,5
Y,00:00:00:000,avain,0-5-0,out,avain,5
Y,00:00:00:000,avain,0-6-0,out,avain,5
Y,00:00:00:000,avain,0-7-0,out,avain,5
Y,00:00:00:000,avain,0-8-0,out,avain,0
Y,00:00:00:000,avain,0-9-0,out,avain,0
Y,00:00:00:000,avain,0-10-0,out,avain,0
Y,00:00:00:000,avain,0-11-0,out,avain,0
Y,00:00:00:000,avain,0-12-0,out,avain,0
Y,00:00:00:000,avain,0-13-0,out,avain,0
Y,00:00:00:000,avain,0-14-0,out,avain,0
Y,00:00:00:000,avain,0-15-0,out,avain,0
Y,00:00:00:000,avain,0-16-0,out,avain,0
Y,00:00:00:000,avain,0-17-0,out,avain,0
Y,00:00:00:000,avain,0-18-0,out,avain,0
Y,00:00:00:000,avain,0-19-0,out,avain,0
Y,00:00:00:000,avain,0-20-0,out,avain,0
Y,00:00:00:000,avain,0-21-0,out,avain,0
Y,00:00:00:000,avain,0-22-0,out,avain,0
Y,00:00:00:000,avain,0-23-0,out,avain,0
Y,00:00:00:000,avain,0-24-0,out,avain,0
Y,00:00:00:000,avain,0-25-0,out,avain,0
Y,00:00:00:000,avain,0-26-0,out,avain,0
Y,00:00:00:000,avain,0-27-0,out,avain,0
Y,00:00:00:000,avain,0-28-0,out,avain,0
Y,00:00:00:000,avain,0-29-0,out,avain,0
Y,00:00:00:000,avain,0-30-0,out,avain,0
Y,00:00:00:000,avain,0-31-0,out,avain,0
Y,00:00:00:000,avain,0-32-0,out,avain,0
Y,00:00:00:000,avain,0-33-0,out,avain,0
Y,00:00:00:000,avain,0-34-0,out,avain,0
Y,00:00:00:000,avain,1-0-0,out,avain,5
Y,00:00:00:000,avain,1-1-0,out,avain,0
Y,00:00:00:000,avain,1-2-0,out,avain,0
Y,00:00:00:000,avain,1-3-0,out,avain,0
Y,00:00:00:000,avain,1-4-0,out,avain,0
Y,00:00:00:000,avain,1-5-0,out,avain,0
Y,00:00:00:000,avain,1-6-0,out,avain,0
Y,00:00:00:000,avain,1-7-0,out,avain,5
Y,00:00:00:000,avain,1-8-0,out,avain,0
Y,00:00:00:000,avain,1-9-0,out,avain,0
Y,00:00:00:000,avain,1-10-0,out,avain,0
Y,00:00:00:000,avain,1-11-0,out,avain,0
Y,00:00:00:000,avain,1-12-0,out,avain,0
Y,00:00:00:000,avain,1-13-0,out,avain,0
Y,00:00:00:000,avain,1-14-0,out,avain,0
Y,00:00:00:000,avain,1-15-0,out,avain,0
Y,00:00:00:000,avain,1-16-0,out,avain,0
Y,00:00:00:000,avain,1-17-0,out,avain,0
Y,00:00:00:000,avain,1-18-0,out,avain,0
Y,00:00:00:000,avain,1-19-0,out,avain,0
Y,00:00:00:000,avain,1-20-0,out,avain,0
Y,00:00:00:000,avain,1-21-0,out,avain,0
Y,00:00:00:000,avain,1-22-0,out,avain,0
Y,00:00:00:000,avain,1-23-0,out,avain,0
Y,00:00:00:000,avain,1-24-0,out,avain,0
Y,00:00:00:000,avain,1-25-0,out,avain,0
Y,00:00:00:000,avain,1-26-0,out,avain,0
Y,00:00:00:000,avain,1-27-0,out,avain,0
Y,00:00:00:000,avain,1-28-0,out,avain,0
Y,00:00:00:000,avain,1-29-0,out,avain,0
Y,00:00:00:000,avain,1-30-0,out,avain,0
Y,00:00:00:000,avain,1-31-0,out,avain,0
Y,00:00:00:000,avain,1-32-0,out,avain,0
Y,00:00:00:000,avain,1-33-0,out,avain,0
Y,00:00:00:000,avain,1-34-0,out,avain,0
Y,00:00:00:000,avain,2-0-0,out,avain,5
Y,00:00:00:000,avain,2-1-0,out,avain,0
Y,00:00:00:000,avain,2-2-0,out,avain,0
Y,00:00:00:000,avain,2-3-0,out,avain,0
Y,00:00:00:000,avain,2-4-0,out,avain,0
Y,00:00:00:000,avain,2-5-0,out,avain,0
Y,00:00:00:000,avain,2-6-0,out,avain,0
Y,00:00:00:000,avain,2-7-0,out,avain,5
Y,00:00:00:000,avain,2-8-0,out,avain,0
Y,00:00:00:000,avain,2-9-0,out,avain,0
Y,00:00:00:000,avain,2-10-0,out,avain,0
Y,00:00:00:000,avain,2-11-0,out,avain,0
Y,00:00:00:000,avain,2-12-0,out,avain,0
Y,00:00:00:000,avain,2-13-0,out,avain,0
Y,00:00:00:000,avain,2-14-0,out,avain,0
Y,00:00:00:000,avain,2-15-0,out,avain,0
Y,00:00:00:000,avain,2-16-0,out,avain,0
Y,00:00:00:000,avain,2-17-0,out,avain,0
Y,00:00:00:000,avain,2-18-0,out,avain,0
Y,00:00:00:000,avain,2-19-0,out,avain,0
Y,00:00:00:000,avain,2-20-0,out,avain,0
Y,00:00:00:000,avain,2-21-0,out,avain,0
Y,00:00:00:000,avain,2-22-0,out,avain,0
Y,00:00:00:000,avain,2-23-0,out,avain,0
Y,00:00:00:000,avain,2-24-0,out,avain,0
Y,00:00:00:000,avain,2-25-0,out,avain,0
Y,00:00:00:000,avain,2-26-0,out,avain,0
Y,00:00:00:000,avain,2-27-0,out,avain,0
Y,00:00:00:000,avain,2-28-0,out,avain,0
Y,00:00:00:000,avain,2-29-0,out,avain,0
Y,00:00:00:000,avain,2-30-0,out,avain,0
Y,00:00:00:000,avain,2-31-0,out,avain,0
Y,00:00:00:000,avain,2-32-0,out,avain,0
Y,00:00:00:000,avain,2-33-0,out,avain,0
Y,00:00:00:000,avain,2-34-0,out,avain,0
Y,00:00:00:000,avain,3-0-0,out,avain,5
Y,00:00:00:000,avain,3-1-0,out,avain,0
Y,00:00:00:000,avain,3-2-0,out,avain,0
Y,00:00:00:000,avain,3-3-0,out,avain,2
Y,00:00:00:000,avain,3-4-0,out,avain,0
Y,00:00:00:000,avain,3-5-0,out,avain,0
Y,00:00:00:000,avain,3-6-0,out,avain,0
Y,00:00:00:000,avain,3-7-0,out,avain,5
Y,00:00:00:000,avain,3-8-0,out,avain,0
Y,00:00:00:000,avain,3-9-0,out,avain,0
Y,00:00:00:000,avain,3-10-0,out,avain,0
Y,00:00:00:000,avain,3-11-0,out,avain,0
Y,00:00:00:000,avain,3-12-0,out,avain,0
Y,00:00:00:000,avain,3-13-0,out,avain,0
Y,00:00:00:000,avain,3-14-0,out,avain,0
Y,00:00:00:000,avain,3-15-0,out,avain,0
Y,00:00:00:000,avain,3-16-0,out,avain,0
