Y,00:00:00:000:0,swarm4,0-0,out,50,01
Y,00:00:00:000:0,swarm4,0-1,out,51,01
Y,00:00:00:000:0,swarm4,0-2,out,52,01
Y,00:00:00:000:0,swarm4,0-3,out,53,01
Y,00:00:00:000:0,swarm4,0-4,out,54,01
Y,00:00:00:000:0,swarm4,0-5,out,55,01
Y,00:00:00:000:0,swarm4,0-6,out,56,01
Y,00:00:00:000:0,swarm4,0-7,out,57,01
Y,00:00:00:000:0,swarm4,0-8,out,58,01
Y,00:00:00:000:0,swarm4,0-9,out,59,01
Y,00:00:00:000:0,swarm4,0-10,out,60,01
Y,00:00:00:000:0,swarm4,0-11,out,61,01
Y,00:00:00:000:0,swarm4,0-12,out,62,01
Y,00:00:00:000:0,swarm4,0-13,out,63,01
Y,00:00:00:000:0,swarm4,0-14,out,64,01
Y,00:00:00:000:0,swarm4,0-15,out,65,01
Y,00:00:00:000:0,swarm4,0-16,out,66,01
Y,00:00:00:000:0,swarm4,0-17,out,67,01
Y,00:00:00:000:0,swarm4,0-18,out,68,01
Y,00:00:00:000:0,swarm4,0-19,out,69,01
Y,00:00:00:000:0,swarm4,0-20,out,70,01
Y,00:00:00:000:0,swarm4,0-21,out,71,01
Y,00:00:00:000:0,swarm4,0-22,out,72,01
Y,00:00:00:000:0,swarm4,0-23,out,73,01
Y,00:00:00:000:0,swarm4,0-24,out,74,01
Y,00:00:00:000:0,swarm4,0-25,out,75,01
Y,00:00:00:000:0,swarm4,0-26,out,76,01
Y,00:00:00:000:0,swarm4,0-27,out,77,01
Y,00:00:00:000:0,swarm4,0-28,out,78,01
Y,00:00:00:000:0,swarm4,0-29,out,50,01
Y,00:00:00:000:0,swarm4,1-0,out,51,01
Y,00:00:00:000:0,swarm4,1-1,out,0,01
Y,00:00:00:000:0,swarm4,1-2,out,0,01
Y,00:00:00:000:0,swarm4,1-3,out,1,01
Y,00:00:00:000:0,swarm4,1-4,out,1,01
Y,00:00:00:000:0,swarm4,1-5,out,0,01
Y,00:00:00:000:0,swarm4,1-6,out,0,01
Y,00:00:00:000:0,swarm4,1-7,out,0,01
Y,00:00:00:000:0,swarm4,1-8,out,0,01
Y,00:00:00:000:0,swarm4,1-9,out,0,01
