Y,00:00:00:000,sheeps,0-0-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-1-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-2-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-3-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-4-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-5-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-6-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-7-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-8-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-9-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-10-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-11-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-12-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-13-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-14-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-15-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-16-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-17-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-18-0,out,sheeps,0
Y,00:00:00:000,sheeps,0-19-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-0-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-1-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-2-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-3-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-4-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-5-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-6-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-7-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-8-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-9-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-10-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-11-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-12-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-13-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-14-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-15-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-16-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-17-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-18-0,out,sheeps,0
Y,00:00:00:000,sheeps,1-19-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-0-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-1-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-2-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-3-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-4-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-5-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-6-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-7-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-8-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-9-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-10-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-11-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-12-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-13-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-14-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-15-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-16-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-17-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-18-0,out,sheeps,0
Y,00:00:00:000,sheeps,2-19-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-0-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-1-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-2-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-3-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-4-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-5-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-6-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-7-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-8-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-9-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-10-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-11-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-12-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-13-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-14-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-15-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-16-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-17-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-18-0,out,sheeps,0
Y,00:00:00:000,sheeps,3-19-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-0-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-1-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-2-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-3-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-4-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-5-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-6-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-7-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-8-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-9-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-10-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-11-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-12-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-13-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-14-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-15-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-16-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-17-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-18-0,out,sheeps,0
Y,00:00:00:000,sheeps,4-19-0,out,sheeps,0
Y,00:00:00:000,sheeps,5-0-0,out,sheeps,0
Y,00:00:00:000,sheeps,5-1-0,out,sheeps,0
Y,00:00:00:000,sheeps,5-2-0,out,sheeps,0
Y,00:00:00:000,sheeps,5-3-0,out,sheeps,0
Y,00:00:00:000,sheeps,5-4-0,out,sheeps,0
