Y,00:00:00:000,,5-7,,1,
Y,00:00:00:000,,5-8,,1,
Y,00:00:00:000,,5-9,,1,
Y,00:00:00:000,,7-5,,1,
Y,00:00:00:000,,7-8,,1,
Y,00:00:00:000,,7-11,,1,
Y,00:00:00:000,,8-5,,1,
Y,00:00:00:000,,8-7,,1,
Y,00:00:00:000,,8-8,,1,
Y,00:00:00:000,,8-9,,1,
Y,00:00:00:000,,8-11,,1,
Y,00:00:00:000,,9-5,,1,
Y,00:00:00:000,,9-8,,1,
Y,00:00:00:000,,9-11,,1,
Y,00:00:00:000,,11-7,,1,
Y,00:00:00:000,,11-8,,1,
Y,00:00:00:000,,11-9,,1,
Y,00:00:00:100,life,4-8,out,1,02
Y,00:00:00:100,life,5-7,out,0,02
Y,00:00:00:100,life,5-8,out,0,02
Y,00:00:00:100,life,5-9,out,0,02
Y,00:00:00:100,life,6-7,out,1,02
Y,00:00:00:100,life,6-9,out,1,02
Y,00:00:00:100,life,7-5,out,0,02
Y,00:00:00:100,life,7-6,out,1,02
Y,00:00:00:100,life,7-7,out,1,02
Y,00:00:00:100,life,7-8,out,0,02
Y,00:00:00:100,life,7-9,out,1,02
Y,00:00:00:100,life,7-10,out,1,02
Y,00:00:00:100,life,7-11,out,0,02
Y,00:00:00:100,life,8-4,out,1,02
Y,00:00:00:100,life,8-5,out,0,02
Y,00:00:00:100,life,8-7,out,0,02
Y,00:00:00:100,life,8-9,out,0,02
Y,00:00:00:100,life,8-11,out,0,02
Y,00:00:00:100,life,8-12,out,1,02
Y,00:00:00:100,life,9-5,out,0,02
Y,00:00:00:100,life,9-6,out,1,02
Y,00:00:00:100,life,9-7,out,1,02
Y,00:00:00:100,life,9-8,out,0,02
Y,00:00:00:100,life,9-9,out,1,02
Y,00:00:00:100,life,9-10,out,1,02
Y,00:00:00:100,life,9-11,out,0,02
Y,00:00:00:100,life,10-7,out,1,02
Y,00:00:00:100,life,10-9,out,1,02
Y,00:00:00:100,life,11-7,out,0,02
Y,00:00:00:100,life,11-8,out,0,02
Y,00:00:00:100,life,11-9,out,0,02
Y,00:00:00:100,life,12-8,out,1,02
Y,00:00:00:200,life,4-8,out,0,02
Y,00:00:00:200,life,5-8,out,1,02
Y,00:00:00:200,life,6-6,out,1,02
Y,00:00:00:200,life,6-7,out,0,02
Y,00:00:00:200,life,6-9,out,0,02
Y,00:00:00:200,life,6-10,out,1,02
Y,00:00:00:200,life,7-6,out,0,02
Y,00:00:00:200,life,7-7,out,0,02
Y,00:00:00:200,life,7-9,out,0,02
Y,00:00:00:200,life,7-10,out,0,02
Y,00:00:00:200,life,8-4,out,0,02
Y,00:00:00:200,life,8-5,out,1,02
Y,00:00:00:200,life,8-11,out,1,02
Y,00:00:00:200,life,8-12,out,0,02
Y,00:00:00:200,life,9-6,out,0,02
Y,00:00:00:200,life,9-7,out,0,02
Y,00:00:00:200,life,9-9,out,0,02
Y,00:00:00:200,life,9-10,out,0,02
Y,00:00:00:200,life,10-6,out,1,02
Y,00:00:00:200,life,10-7,out,0,02
Y,00:00:00:200,life,10-9,out,0,02
Y,00:00:00:200,life,10-10,out,1,02
Y,00:00:00:200,life,11-8,out,1,02
Y,00:00:00:200,life,12-8,out,0,02
Y,00:00:00:300,life,5-8,out,0,02
Y,00:00:00:300,life,6-6,out,0,02
Y,00:00:00:300,life,6-10,out,0,02
Y,00:00:00:300,life,8-5,out,0,02
Y,00:00:00:300,life,8-8,out,0,02
Y,00:00:00:300,life,8-11,out,0,02
Y,00:00:00:300,life,10-6,out,0,02
Y,00:00:00:300,life,10-10,out,0,02
Y,00:00:00:300,life,11-8,out,0,02
